Model_File,Weight
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-2_token_prob_pop.pkl,0.07480565102201
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-3_token_prob_pop.pkl,3.8109748667728025e-13
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-7_token_prob_pop.pkl,0.02460813544388757
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-11_token_prob_pop.pkl,0.12092864250666342
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-0_token_prob_pop.pkl,0.29747046488693946
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-1_token_prob_pop.pkl,1.212961097242485e-13
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-4_token_prob_pop.pkl,9.659511494358869e-14
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-5_token_prob_pop.pkl,0.044475873728898115
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-10_token_prob_pop.pkl,1.941086699669702e-13
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-6_token_prob_pop.pkl,0.2660663866387775
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-8_token_prob_pop.pkl,0.17164484575969993
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-9_token_prob_pop.pkl,2.0419768553316015e-13
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-12_token_prob_pop.pkl,4.964422687657146e-13
