Model_File,Weight
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-2_token_prob_pop.pkl,0.15909787714319598
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-3_token_prob_pop.pkl,-2.257660011854862e-12
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-7_token_prob_pop.pkl,0.054661824584557074
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-11_token_prob_pop.pkl,-1.2555711497328351e-12
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-0_token_prob_pop.pkl,-1.8310879707548126e-12
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-1_token_prob_pop.pkl,-1.2575070616676001e-12
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-4_token_prob_pop.pkl,-1.1692296575484824e-12
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-5_token_prob_pop.pkl,0.11695499752949941
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-10_token_prob_pop.pkl,-1.56541909669519e-12
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-6_token_prob_pop.pkl,0.4338983831299464
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-8_token_prob_pop.pkl,0.23538691767453182
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-9_token_prob_pop.pkl,-1.4802036192052522e-12
token_prob_Llama-3.1-Minitaur-8B-lora-finetuned-unsloth-12_token_prob_pop.pkl,-2.922295388672952e-12
